userid	genesymbol	genename	entrezgene
BLOC1S6	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	26258
FBXW8	FBXW8	F-box and WD repeat domain containing 8	26259
GATA6	GATA6	GATA binding protein 6	2627
SACS	SACS	sacsin molecular chaperone	26278
GBP1	GBP1	guanylate binding protein 1	2633
HSPB8	HSPB8	heat shock protein family B (small) member 8	26353
GBX1	GBX1	gastrulation brain homeobox 1	2636
CNNM3	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3	26505
TSPAN16	TSPAN16	tetraspanin 16	26526
VCX	VCX	variable charge, X-linked	26609
GDF9	GDF9	growth differentiation factor 9	2661
GDI1	GDI1	GDP dissociation inhibitor 1	2664
GDI2	GDI2	GDP dissociation inhibitor 2	2665
OR7C1	OR7C1	olfactory receptor family 7 subfamily C member 1	26664
PIPSL	PIPSL	PIP5K1A and PSMD4-like, pseudogene	266971
PGBD2	PGBD2	piggyBac transposable element derived 2	267002
RPS6KC1	RPS6KC1	ribosomal protein S6 kinase C1	26750
GGT3P	GGT3P	gamma-glutamyltransferase 3 pseudogene	2679
STEAP1	STEAP1	STEAP family member 1	26872
OPLAH	OPLAH	5-oxoprolinase (ATP-hydrolysing)	26873
GH1	GH1	growth hormone 1	2688
AMHR2	AMHR2	anti-Mullerian hormone receptor type 2	269
DNAI1	DNAI1	dynein axonemal intermediate chain 1	27019
FOXD3	FOXD3	forkhead box D3	27022
GHITM	GHITM	growth hormone inducible transmembrane protein	27069
RPUSD2	RPUSD2	RNA pseudouridylate synthase domain containing 2	27079
TRAPPC3	TRAPPC3	trafficking protein particle complex 3	27095
FAM155B	FAM155B	family with sequence similarity 155 member B	27112
RSPH14	RSPH14	radial spoke head 14 homolog	27156
CHIA	CHIA	chitinase, acidic	27159
IL36A	IL36A	interleukin 36, alpha	27179
SIGLEC8	SIGLEC8	sialic acid binding Ig like lectin 8	27181
SIT1	SIT1	signaling threshold regulating transmembrane adaptor 1	27240
TP53TG5	TP53TG5	TP53 target 5	27296
TOX3	TOX3	TOX high mobility group box family member 3	27324
GLI4	GLI4	GLI family zinc finger 4	2738
HTRA2	HTRA2	HtrA serine peptidase 2	27429
GNAL	GNAL	G protein subunit alpha L	2774
GNG11	GNG11	G protein subunit gamma 11	2791
GNGT2	GNGT2	G protein subunit gamma transducin 2	2793
GNRH2	GNRH2	gonadotropin releasing hormone 2	2797
GNS	GNS	glucosamine (N-acetyl)-6-sulfatase	2799
SFN	SFN	stratifin	2810
GPR1	GPR1	G protein-coupled receptor 1	2825
OR51B5	OR51B5	olfactory receptor family 51 subfamily B member 5	282763
MKX	MKX	mohawk homeobox	283078
LINC00301	LINC00301	long intergenic non-protein coding RNA 301	283197
CCDC88B	CCDC88B	coiled-coil domain containing 88B	283234
CXCR3	CXCR3	C-X-C motif chemokine receptor 3	2833
KCNRG	KCNRG	potassium channel regulator	283518
C14orf178	C14orf178	chromosome 14 open reading frame 178	283579
C14orf177	C14orf177	chromosome 14 open reading frame 177	283598
UTS2R	UTS2R	urotensin 2 receptor	2837
GPR15	GPR15	G protein-coupled receptor 15	2838
BRICD5	BRICD5	BRICHOS domain containing 5	283870
CDRT4	CDRT4	CMT1A duplicated region transcript 4	284040
LINC00482	LINC00482	long intergenic non-protein coding RNA 482	284185
LGALS9B	LGALS9B	galectin 9B	284194
SSC5D	SSC5D	scavenger receptor cysteine rich family member with 5 domains	284297
GPR20	GPR20	G protein-coupled receptor 20	2843
KLK9	KLK9	kallikrein related peptidase 9	284366
OR10H5	OR10H5	olfactory receptor family 10 subfamily H member 5	284433
RIIAD1	RIIAD1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	284485
SLC9C2	SLC9C2	solute carrier family 9 member C2 (putative)	284525
IGHV2-70	IGHV2-70	immunoglobulin heavy variable 2-70	28454
LPAR4	LPAR4	lysophosphatidic acid receptor 4	2846
IGHV1-46	IGHV1-46	immunoglobulin heavy variable 1-46	28465
C2orf61	C2orf61	chromosome 2 open reading frame 61	285051
RUFY4	RUFY4	RUN and FYVE domain containing 4	285180
EPHA6	EPHA6	EPH receptor A6	285220
TRDC	TRDC	T cell receptor delta constant	28526
CRIPAK	CRIPAK	cysteine rich PAK1 inhibitor	285464
GPRIN3	GPRIN3	GPRIN family member 3	285513
KIAA0825	KIAA0825	KIAA0825	285600
SLC36A3	SLC36A3	solute carrier family 36 member 3	285641
PRR18	PRR18	proline rich 18	285800
RPL7L1	RPL7L1	ribosomal protein L7 like 1	285855
C7orf71	C7orf71	chromosome 7 open reading frame 71	285941
TPRN	TPRN	taperin	286262
ATP11C	ATP11C	ATPase phospholipid transporting 11C	286410
P2RY8	P2RY8	purinergic receptor P2Y8	286530
GPT	GPT	glutamic--pyruvic transaminase	2875
IGLV3-25	IGLV3-25	immunoglobulin lambda variable 3-25	28793
IGLV3-19	IGLV3-19	immunoglobulin lambda variable 3-19	28797
IGKV2D-40	IGKV2D-40	immunoglobulin kappa variable 2D-40	28878
IGKV1D-39	IGKV1D-39	immunoglobulin kappa variable 1D-39	28893
GRIA1	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	2890
IGKV1D-12	IGKV1D-12	immunoglobulin kappa variable 1D-12	28903
IGKV2-30	IGKV2-30	immunoglobulin kappa variable 2-30	28919
GRIA3	GRIA3	glutamate ionotropic receptor AMPA type subunit 3	2892
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976
MRPL42	MRPL42	mitochondrial ribosomal protein L42	28977
IFT81	IFT81	intraflagellar transport 81	28981
KLF15	KLF15	Kruppel like factor 15	28999
CCDC113	CCDC113	coiled-coil domain containing 113	29070
NDUFAF4	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	29078
MRPL15	MRPL15	mitochondrial ribosomal protein L15	29088
MRPL22	MRPL22	mitochondrial ribosomal protein L22	29093
LGALSL	LGALSL	galectin like	29094
MYLIP	MYLIP	myosin regulatory light chain interacting protein	29116
PRSS50	PRSS50	protease, serine 50	29122
GSR	GSR	glutathione-disulfide reductase	2936
GSS	GSS	glutathione synthetase	2937
GTF2H1	GTF2H1	general transcription factor IIH subunit 1	2965
GTF3A	GTF3A	general transcription factor IIIA	2971
TMOD4	TMOD4	tropomodulin 4	29765
CARD10	CARD10	caspase recruitment domain family member 10	29775
ALG5	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	29880
GUSB	GUSB	glucuronidase beta	2990
HOOK2	HOOK2	hook microtubule tethering protein 2	29911
UBIAD1	UBIAD1	UbiA prenyltransferase domain containing 1	29914
SNX11	SNX11	sorting nexin 11	29916
C18orf8	C18orf8	chromosome 18 open reading frame 8	29919
PURG	PURG	purine rich element binding protein G	29942
SERTAD1	SERTAD1	SERTA domain containing 1	29950
PDZRN4	PDZRN4	PDZ domain containing ring finger 4	29951
CDIP1	CDIP1	cell death inducing p53 target 1	29965
GLTSCR2	GLTSCR2	glioma tumor suppressor candidate region gene 2	29997
HADH	HADH	hydroxyacyl-CoA dehydrogenase	3033
HARS	HARS	histidyl-tRNA synthetase	3035
HDLBP	HDLBP	high density lipoprotein binding protein	3069
NCKAP1L	NCKAP1L	NCK associated protein 1 like	3071
SOX8	SOX8	SRY-box 8	30812
ZNF354C	ZNF354C	zinc finger protein 354C	30832
EHD2	EHD2	EH domain containing 2	30846
HIF1A	HIF1A	hypoxia inducible factor 1 alpha subunit	3091
HIP1	HIP1	huntingtin interacting protein 1	3092
HK2	HK2	hexokinase 2	3099
HLA-DMB	HLA-DMB	major histocompatibility complex, class II, DM beta	3109
HLA-DQA2	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118
HMGB2	HMGB2	high mobility group box 2	3148
FOXA1	FOXA1	forkhead box A1	3169
BPIFA4P	BPIFA4P	BPI fold containing family A member 4, pseudogene	317716
HNRNPC	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	3183
APOF	APOF	apolipoprotein F	319
HNRNPL	HNRNPL	heterogeneous nuclear ribonucleoprotein L	3191
TAAR6	TAAR6	trace amine associated receptor 6	319100
APBA1	APBA1	amyloid beta precursor protein binding family A member 1	320
HOXA3	HOXA3	homeobox A3	3200
HOXB8	HOXB8	homeobox B8	3218
HOXC10	HOXC10	homeobox C10	3226
HOXD13	HOXD13	homeobox D13	3239
APC	APC	APC, WNT signaling pathway regulator	324
HPGD	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	3248
APCS	APCS	amyloid P component, serum	325
HRH1	HRH1	histamine receptor H1	3269
HSD17B4	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3295
HSPA1L	HSPA1L	heat shock protein family A (Hsp70) member 1 like	3305
BIRC5	BIRC5	baculoviral IAP repeat containing 5	332
HSP90AA1	HSP90AA1	heat shock protein 90 alpha family class A member 1	3320
IGSF3	IGSF3	immunoglobulin superfamily member 3	3321
HIST2H3A	HIST2H3A	histone cluster 2 H3 family member a	333932
HTN3	HTN3	histatin 3	3347
HTR1A	HTR1A	5-hydroxytryptamine receptor 1A	3350
HTR5A	HTR5A	5-hydroxytryptamine receptor 5A	3361
KRTAP8-1	KRTAP8-1	keratin associated protein 8-1	337879
APOB	APOB	apolipoprotein B	338
ICA1	ICA1	islet cell autoantigen 1	3382
NLRP14	NLRP14	NLR family pyrin domain containing 14	338323
VSX2	VSX2	visual system homeobox 2	338917
SPOPL	SPOPL	speckle type BTB/POZ protein like	339745
LINC00299	LINC00299	long intergenic non-protein coding RNA 299	339789
KY	KY	kyphoscoliosis peptidase	339855
PRSS42	PRSS42	protease, serine 42	339906
NAT8L	NAT8L	N-acetyltransferase 8 like	339983
CTAGE6	CTAGE6	CTAGE family member 6	340307
NRBP2	NRBP2	nuclear receptor binding protein 2	340371
ZDHHC21	ZDHHC21	zinc finger DHHC-type containing 21	340481
AKR1C8P	AKR1C8P	aldo-keto reductase family 1 member C8, pseudogene	340811
ACSM4	ACSM4	acyl-CoA synthetase medium-chain family member 4	341392
IDE	IDE	insulin degrading enzyme	3416
IDH3A	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	3419
NACA2	NACA2	nascent polypeptide associated complex alpha subunit 2	342538
KRT27	KRT27	keratin 27	342574
IFI16	IFI16	interferon gamma inducible protein 16	3428
RD3	RD3	retinal degeneration 3	343035
PRAMEF5	PRAMEF5	PRAME family member 5	343068
GPR149	GPR149	G protein-coupled receptor 149	344758
IFNA16	IFNA16	interferon alpha 16	3449
LRIT3	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	345193
PLCXD3	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3	345557
QRFP	QRFP	pyroglutamylated RFamide peptide	347148
AMIGO2	AMIGO2	adhesion molecule with Ig like domain 2	347902
IGFBP1	IGFBP1	insulin like growth factor binding protein 1	3484
IGFBP4	IGFBP4	insulin like growth factor binding protein 4	3487
CYR61	CYR61	cysteine rich angiogenic inducer 61	3491
DPY19L2P2	DPY19L2P2	DPY19L2 pseudogene 2	349152
RAET1G	RAET1G	retinoic acid early transcript 1G	353091
LCE1A	LCE1A	late cornified envelope 1A	353131
LCE1D	LCE1D	late cornified envelope 1D	353134
LCE1F	LCE1F	late cornified envelope 1F	353137
LCE2D	LCE2D	late cornified envelope 2D	353141
CXCR1	CXCR1	C-X-C motif chemokine receptor 1	3577
AQP1	AQP1	aquaporin 1 (Colton blood group)	358
IL13	IL13	interleukin 13	3596
AQP3	AQP3	aquaporin 3 (Gill blood group)	360
IL15RA	IL15RA	interleukin 15 receptor subunit alpha	3601
INHBA	INHBA	inhibin beta A subunit	3624
INS	INS	insulin	3630
INPPL1	INPPL1	inositol polyphosphate phosphatase like 1	3636
ITGA6	ITGA6	integrin subunit alpha 6	3655
IRF4	IRF4	interferon regulatory factor 4	3662
ITGA2	ITGA2	integrin subunit alpha 2	3673
ITGB1	ITGB1	integrin subunit beta 1	3688
ITGB3	ITGB3	integrin subunit beta 3	3690
STT3A	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	3703
JUNB	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726
CD82	CD82	CD82 molecule	3732
TEX9	TEX9	testis expressed 9	374618
ZNF773	ZNF773	zinc finger protein 773	374928
MROH7	MROH7	maestro heat like repeat family member 7	374977
NEXN-AS1	NEXN-AS1	NEXN antisense RNA 1	374987
FAM89A	FAM89A	family with sequence similarity 89 member A	375061
CATIP	CATIP	ciliogenesis associated TTC17 interacting protein	375307
C3orf62	C3orf62	chromosome 3 open reading frame 62	375341
NRROS	NRROS	negative regulator of reactive oxygen species	375387
ENHO	ENHO	energy homeostasis associated	375704
KCNJ6	KCNJ6	potassium voltage-gated channel subfamily J member 6	3763
SLC27A1	SLC27A1	solute carrier family 27 member 1	376497
CATSPER4	CATSPER4	cation channel sperm associated 4	378807
RBMY1B	RBMY1B	RNA binding motif protein, Y-linked, family 1, member B	378948
KISS1	KISS1	KiSS-1 metastasis-suppressor	3814
KLK2	KLK2	kallikrein related peptidase 2	3817
KLRC2	KLRC2	killer cell lectin like receptor C2	3822
KPNA5	KPNA5	karyopherin subunit alpha 5	3841
KRT2	KRT2	keratin 2	3849
KRTAP10-4	KRTAP10-4	keratin associated protein 10-4	386672
MRGPRG	MRGPRG	MAS related GPR family member G	386746
IFITM5	IFITM5	interferon induced transmembrane protein 5	387733
OR56B1	OR56B1	olfactory receptor family 56 subfamily B member 1	387748
CLEC12B	CLEC12B	C-type lectin domain family 12 member B	387837
SHISA6	SHISA6	shisa family member 6	388336
RGS9BP	RGS9BP	regulator of G-protein signaling 9 binding protein	388531
CEACAM16	CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16	388551
GBP7	GBP7	guanylate binding protein 7	388646
EFCAB8	EFCAB8	EF-hand calcium binding domain 8	388795
KRT84	KRT84	keratin 84	3890
C2orf80	C2orf80	chromosome 2 open reading frame 80	389073
KRT85	KRT85	keratin 85	3891
MUSTN1	MUSTN1	musculoskeletal, embryonic nuclear protein 1	389125
PSMG4	PSMG4	proteasome assembly chaperone 4	389362
RBM12B	RBM12B	RNA binding motif protein 12B	389677
OR51M1	OR51M1	olfactory receptor family 51 subfamily M member 1	390059
OR52H1	OR52H1	olfactory receptor family 52 subfamily H member 1	390067
OR9G1	OR9G1	olfactory receptor family 9 subfamily G member 1	390174
OR5B12	OR5B12	olfactory receptor family 5 subfamily B member 12	390191
OR4D10	OR4D10	olfactory receptor family 4 subfamily D member 10	390197
OR8B3	OR8B3	olfactory receptor family 8 subfamily B member 3	390271
OR4K2	OR4K2	olfactory receptor family 4 subfamily K member 2	390431
OR4N5	OR4N5	olfactory receptor family 4 subfamily N member 5	390437
KRT39	KRT39	keratin 39	390792
TRIM75P	TRIM75P	tripartite motif containing 75, pseudogene	391714
HELT	HELT	helt bHLH transcription factor	391723
OR13J1	OR13J1	olfactory receptor family 13 subfamily J member 1	392309
OR1L6	OR1L6	olfactory receptor family 1 subfamily L member 6	392390
LBR	LBR	lamin B receptor	3930
LCN2	LCN2	lipocalin 2	3934
LECT2	LECT2	leukocyte cell derived chemotaxin 2	3950
LIG3	LIG3	DNA ligase 3	3980
LIPE	LIPE	lipase E, hormone sensitive type	3991
LLGL2	LLGL2	LLGL2, scribble cell polarity complex component	3993
HEATR4	HEATR4	HEAT repeat containing 4	399671
C11orf87	C11orf87	chromosome 11 open reading frame 87	399947
ST20	ST20	suppressor of tumorigenicity 20	400410
FAM174B	FAM174B	family with sequence similarity 174 member B	400451
C18orf65	C18orf65	chromosome 18 open reading frame 65	400658
SIGLEC16	SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	400709
SH2D5	SH2D5	SH2 domain containing 5	400745
C3orf80	C3orf80	chromosome 3 open reading frame 80	401097
LINC00336	LINC00336	long intergenic non-protein coding RNA 336	401253
C7orf76	C7orf76	chromosome 7 open reading frame 76	401388
FAM166A	FAM166A	family with sequence similarity 166 member A	401565
MSLNL	MSLNL	mesothelin-like	401827
OR14I1	OR14I1	olfactory receptor family 14 subfamily I member 1	401994
ARL2	ARL2	ADP ribosylation factor like GTPase 2	402
APOBEC4	APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4	403314
ZBTB34	ZBTB34	zinc finger and BTB domain containing 34	403341
GTF2H5	GTF2H5	general transcription factor IIH subunit 5	404672
POTEG	POTEG	POTE ankyrin domain family member G	404785
LTBR	LTBR	lymphotoxin beta receptor	4055
LY6E	LY6E	lymphocyte antigen 6 family member E	4061
ARRB1	ARRB1	arrestin beta 1	408
SMAD2	SMAD2	SMAD family member 2	4087
ARRB2	ARRB2	arrestin beta 2	409
MAGEA8	MAGEA8	MAGE family member A8	4107
MAGEB3	MAGEB3	MAGE family member B3	4114
MAP1B	MAP1B	microtubule associated protein 1B	4131
MAP4	MAP4	microtubule associated protein 4	4134
MAPT	MAPT	microtubule associated protein tau	4137
MARK1	MARK1	microtubule affinity regulating kinase 1	4139
C10orf105	C10orf105	chromosome 10 open reading frame 105	414152
CELF2-AS1	CELF2-AS1	CELF2 antisense RNA 1	414196
C10orf55	C10orf55	chromosome 10 open reading frame 55	414236
IDNK	IDNK	IDNK, gluconokinase	414328
MCM5	MCM5	minichromosome maintenance complex component 5	4174
MDH2	MDH2	malate dehydrogenase 2	4191
MIA2	MIA2	melanoma inhibitory activity 2	4253
MMP9	MMP9	matrix metallopeptidase 9	4318
MMP11	MMP11	matrix metallopeptidase 11	4320
MPP1	MPP1	membrane palmitoylated protein 1	4354
KRTAP5-6	KRTAP5-6	keratin associated protein 5-6	440023
KRTAP5-11	KRTAP5-11	keratin associated protein 5-11	440051
CARD17	CARD17	caspase recruitment domain family member 17	440068
LINC00167	LINC00167	long intergenic non-protein coding RNA 167	440072
ZNF705A	ZNF705A	zinc finger protein 705A	440077
PLEKHG7	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7	440107
GOLGA8B	GOLGA8B	golgin A8 family member B	440270
NPIPB15	NPIPB15	nuclear pore complex interacting protein family member B15	440348
CTRB2	CTRB2	chymotrypsinogen B2	440387
PRAMEF11	PRAMEF11	PRAME family member 11	440560
MARCH11	MARCH11	membrane associated ring-CH-type finger 11	441061
FAM90A13P	FAM90A13P	putative protein FAM90A13	441314
FAM90A7P	FAM90A7P	putative protein FAM90A7	441317
NRARP	NRARP	NOTCH-regulated ankyrin repeat protein	441478
OR14J1	OR14J1	olfactory receptor family 14 subfamily J member 1	442191
CBWD3	CBWD3	COBW domain containing 3	445571
MSN	MSN	moesin	4478
MT1A	MT1A	metallothionein 1A	4489
MT1F	MT1F	metallothionein 1F	4494
MTAP	MTAP	methylthioadenosine phosphorylase	4507
MTNR1B	MTNR1B	melatonin receptor 1B	4544
TRIM37	TRIM37	tripartite motif containing 37	4591
MYH4	MYH4	myosin heavy chain 4	4622
MYH6	MYH6	myosin heavy chain 6	4624
MYL6	MYL6	myosin light chain 6	4637
MYO6	MYO6	myosin VI	4646
NAB2	NAB2	NGFI-A binding protein 2	4665
NAP1L1	NAP1L1	nucleosome assembly protein 1 like 1	4673
NUBP1	NUBP1	nucleotide binding protein 1	4682
NEB	NEB	nebulin	4703
NDUFB1	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	4707
NDUFS2	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720
NEDD9	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	4739
NEU2	NEU2	neuraminidase 2	4759
NFIB	NFIB	nuclear factor I B	4781
NFIC	NFIC	nuclear factor I C	4782
NFYA	NFYA	nuclear transcription factor Y subunit alpha	4800
NIT1	NIT1	nitrilase 1	4817
NKX6-1	NKX6-1	NK6 homeobox 1	4825
NMT1	NMT1	N-myristoyltransferase 1	4836
NPR3	NPR3	natriuretic peptide receptor 3	4883
NPY6R	NPY6R	neuropeptide Y receptor Y6 (pseudogene)	4888
CISD2	CISD2	CDGSH iron sulfur domain 2	493856
OAZ1	OAZ1	ornithine decarboxylase antizyme 1	4946
SCAPER	SCAPER	S-phase cyclin A associated protein in the ER	49855
ALDH7A1	ALDH7A1	aldehyde dehydrogenase 7 family member A1	501
OVGP1	OVGP1	oviductal glycoprotein 1	5016
OXA1L	OXA1L	OXA1L, mitochondrial inner membrane protein	5018
DPRX	DPRX	divergent-paired related homeobox	503834
PLA2G3	PLA2G3	phospholipase A2 group III	50487
PRDX1	PRDX1	peroxiredoxin 1	5052
ATP6V0A4	ATP6V0A4	ATPase H+ transporting V0 subunit a4	50617
ANO7	ANO7	anoctamin 7	50636
RDH8	RDH8	retinol dehydrogenase 8 (all-trans)	50700
PARN	PARN	poly(A)-specific ribonuclease	5073
PAX7	PAX7	paired box 7	5081
C6orf48	C6orf48	chromosome 6 open reading frame 48	50854
HEBP1	HEBP1	heme binding protein 1	50865
PBX2	PBX2	PBX homeobox 2	5089
PCBP2	PCBP2	poly(rC) binding protein 2	5094
TBX22	TBX22	T-box 22	50945
ZNF593	ZNF593	zinc finger protein 593	51042
PLEKHA8P1	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1	51054
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104
HSD17B12	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	51144
A4GNT	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	51146
DCTN4	DCTN4	dynactin subunit 4	51164
CKLF	CKLF	chemokine like factor	51192
CPA4	CPA4	carboxypeptidase A4	51200
DRICH1	DRICH1	aspartate rich 1	51233
PDZD11	PDZD11	PDZ domain containing 11	51248
PBDC1	PBDC1	polysaccharide biosynthesis domain containing 1	51260
TLR7	TLR7	toll like receptor 7	51284
NRN1	NRN1	neuritin 1	51299
RSRC1	RSRC1	arginine and serine rich coiled-coil 1	51319
AHSP	AHSP	alpha hemoglobin stabilizing protein	51327
WT1-AS	WT1-AS	WT1 antisense RNA	51352
MRPS17	MRPS17	mitochondrial ribosomal protein S17	51373
FAM8A1	FAM8A1	family with sequence similarity 8 member A1	51439
NOP16	NOP16	NOP16 nucleolar protein	51491
CTDSPL2	CTDSPL2	CTD small phosphatase like 2	51496
PDE9A	PDE9A	phosphodiesterase 9A	5152
CXXC5	CXXC5	CXXC finger protein 5	51523
TMEM138	TMEM138	transmembrane protein 138	51524
ZNF581	ZNF581	zinc finger protein 581	51545
RAB14	RAB14	RAB14, member RAS oncogene family	51552
PDGFRA	PDGFRA	platelet derived growth factor receptor alpha	5156
TDP2	TDP2	tyrosyl-DNA phosphodiesterase 2	51567
LIPT1	LIPT1	lipoyltransferase 1	51601
DPH5	DPH5	diphthamide biosynthesis 5	51611
LUC7L2	LUC7L2	LUC7 like 2, pre-mRNA splicing factor	51631
PDK2	PDK2	pyruvate dehydrogenase kinase 2	5164
VPS29	VPS29	VPS29, retromer complex component	51699
RTEL1	RTEL1	regulator of telomere elongation helicase 1	51750
PFDN5	PFDN5	prefoldin subunit 5	5204
PITX2	PITX2	paired like homeodomain 2	5308
PLEC	PLEC	plectin	5339
PLSCR1	PLSCR1	phospholipid scramblase 1	5359
PMP22	PMP22	peripheral myelin protein 22	5376
PMS1	PMS1	PMS1 homolog 1, mismatch repair system component	5378
FXYD4	FXYD4	FXYD domain containing ion transport regulator 4	53828
PMS2P3	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3	5387
MIS18A	MIS18A	MIS18 kinetochore protein A	54069
LURAP1	LURAP1	leucine rich adaptor protein 1	541468
ERRFI1	ERRFI1	ERBB receptor feedback inhibitor 1	54206
TREM2	TREM2	triggering receptor expressed on myeloid cells 2	54209
POLH	POLH	DNA polymerase eta	5429
POLR2K	POLR2K	RNA polymerase II subunit K	5440
POMC	POMC	proopiomelanocortin	5443
DNAJC10	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	54431
SSH1	SSH1	slingshot protein phosphatase 1	54434
RIN2	RIN2	Ras and Rab interactor 2	54453
MOV10L1	MOV10L1	Mov10 RISC complex RNA helicase like 1	54456
KRT20	KRT20	keratin 20	54474
MRPL50	MRPL50	mitochondrial ribosomal protein L50	54534
RC3H2	RC3H2	ring finger and CCCH-type domains 2	54542
GNL3L	GNL3L	G protein nucleolar 3 like	54552
SPATA6	SPATA6	spermatogenesis associated 6	54558
UGT1A10	UGT1A10	UDP glucuronosyltransferase family 1 member A10	54575
SCAND2P	SCAND2P	SCAN domain containing 2 pseudogene	54581
GNB1L	GNB1L	G protein subunit beta 1 like	54584
DDX56	DDX56	DEAD-box helicase 56	54606
VSIG10	VSIG10	V-set and immunoglobulin domain containing 10	54621
PAF1	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	54623
BTN2A3P	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	54718
XAF1	XAF1	XIAP associated factor 1	54739
PPEF1	PPEF1	protein phosphatase with EF-hand domain 1	5475
PPID	PPID	peptidylprolyl isomerase D	5481
GATAD2A	GATAD2A	GATA zinc finger domain containing 2A	54815
SIDT1	SIDT1	SID1 transmembrane family member 1	54847
FAM83E	FAM83E	family with sequence similarity 83 member E	54854
PGPEP1	PGPEP1	pyroglutamyl-peptidase I	54858
SNRK	SNRK	SNF related kinase	54861
FNBP1L	FNBP1L	formin binding protein 1 like	54874
ANKHD1	ANKHD1	ankyrin repeat and KH domain containing 1	54882
AUH	AUH	AU RNA binding methylglutaconyl-CoA hydratase	549
LAX1	LAX1	lymphocyte transmembrane adaptor 1	54900
SPDL1	SPDL1	spindle apparatus coiled-coil protein 1	54908
TMEM260	TMEM260	transmembrane protein 260	54916
SOHLH2	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	54937
TRNAU1AP	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	54952
THG1L	THG1L	tRNA-histidine guanylyltransferase 1 like	54974
CLN6	CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant	54982
PHIP	PHIP	pleckstrin homology domain interacting protein	55023
C17orf80	C17orf80	chromosome 17 open reading frame 80	55028
PLEKHB2	PLEKHB2	pleckstrin homology domain containing B2	55041
OXR1	OXR1	oxidation resistance 1	55074
TMEM39B	TMEM39B	transmembrane protein 39B	55116
HAUS2	HAUS2	HAUS augmin like complex subunit 2	55142
RFWD3	RFWD3	ring finger and WD repeat domain 3	55159
PRMT6	PRMT6	protein arginine methyltransferase 6	55170
RIF1	RIF1	replication timing regulatory factor 1	55183
RPRD1A	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	55197
FAM86C1	FAM86C1	family with sequence similarity 86 member C1	55199
ZNF532	ZNF532	zinc finger protein 532	55205
SBNO1	SBNO1	strawberry notch homolog 1	55206
KLHDC8A	KLHDC8A	kelch domain containing 8A	55220
PCMTD2	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	55251
ASXL2	ASXL2	additional sex combs like 2, transcriptional regulator	55252
TMEM143	TMEM143	transmembrane protein 143	55260
PGM2	PGM2	phosphoglucomutase 2	55276
LSG1	LSG1	large 60S subunit nuclear export GTPase 1	55341
LRRC59	LRRC59	leucine rich repeat containing 59	55379
FBXO48	FBXO48	F-box protein 48	554251
PRB3	PRB3	proline rich protein BstNI subfamily 3	5544
PRCC	PRCC	papillary renal cell carcinoma (translocation-associated)	5546
PRELP	PRELP	proline and arginine rich end leucine rich repeat protein	5549
H2AFY2	H2AFY2	H2A histone family member Y2	55506
ASIC4	ASIC4	acid sensing ion channel subunit family member 4	55515
HAUS7	HAUS7	HAUS augmin like complex subunit 7	55559
KIF27	KIF27	kinesin family member 27	55582
VPS50	VPS50	VPS50, EARP/GARPII complex subunit	55610
TTC27	TTC27	tetratricopeptide repeat domain 27	55622
PRKAB1	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	5564
ZNF692	ZNF692	zinc finger protein 692	55657
URGCP	URGCP	upregulator of cell proliferation	55665
