userid	genesymbol	genename	entrezgene
ORMDL2	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	29095
RACGAP1	RACGAP1	Rac GTPase activating protein 1	29127
UHRF1	UHRF1	ubiquitin like with PHD and ring finger domains 1	29128
GSTM1	GSTM1	glutathione S-transferase mu 1	2944
GTF2F1	GTF2F1	general transcription factor IIF subunit 1	2962
GTF2I	GTF2I	general transcription factor IIi	2969
GTF3C1	GTF3C1	general transcription factor IIIC subunit 1	2975
GTF3C2	GTF3C2	general transcription factor IIIC subunit 2	2976
UQCR10	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	29796
CPSF1	CPSF1	cleavage and polyadenylation specific factor 1	29894
GMPPA	GMPPA	GDP-mannose pyrophosphorylase A	29926
NENF	NENF	neudesin neurotrophic factor	29937
NRBP1	NRBP1	nuclear receptor binding protein 1	29959
DONSON	DONSON	downstream neighbor of SON	29980
HIST1H1E	HIST1H1E	histone cluster 1 H1 family member e	3008
H2AFZ	H2AFZ	H2A histone family member Z	3015
ANXA2	ANXA2	annexin A2	302
HBA1	HBA1	hemoglobin subunit alpha 1	3039
HBA2	HBA2	hemoglobin subunit alpha 2	3040
HCFC1	HCFC1	host cell factor C1	3054
HTT	HTT	huntingtin	3064
HDGF	HDGF	hepatoma derived growth factor	3068
HDLBP	HDLBP	high density lipoprotein binding protein	3069
NCKAP1L	NCKAP1L	NCK associated protein 1 like	3071
HEXB	HEXB	hexosaminidase subunit beta	3074
CXXC1	CXXC1	CXXC finger protein 1	30827
EHD4	EHD4	EH domain containing 4	30844
EHD3	EHD3	EH domain containing 3	30845
HIF1A	HIF1A	hypoxia inducible factor 1 alpha subunit	3091
HINT1	HINT1	histidine triad nucleotide binding protein 1	3094
ACACA	ACACA	acetyl-CoA carboxylase alpha	31
HMGCS1	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	3157
APAF1	APAF1	apoptotic peptidase activating factor 1	317
HNRNPK	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190
HNRNPL	HNRNPL	heterogeneous nuclear ribonucleoprotein L	3191
PRMT1	PRMT1	protein arginine methyltransferase 1	3276
APEX1	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	328
HES1	HES1	hes family bHLH transcription factor 1	3280
HSD17B4	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3295
HSF2	HSF2	heat shock transcription factor 2	3298
HSPA4	HSPA4	heat shock protein family A (Hsp70) member 4	3308
HSPA5	HSPA5	heat shock protein family A (Hsp70) member 5	3309
HSPA9	HSPA9	heat shock protein family A (Hsp70) member 9	3313
HSP90AB1	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326
HSPE1	HSPE1	heat shock protein family E (Hsp10) member 1	3336
HIST2H3A	HIST2H3A	histone cluster 2 H3 family member a	333932
ICAM1	ICAM1	intercellular adhesion molecule 1	3383
JMJD8	JMJD8	jumonji domain containing 8	339123
IRF8	IRF8	interferon regulatory factor 8	3394
ZC3H12D	ZC3H12D	zinc finger CCCH-type containing 12D	340152
IDI1	IDI1	isopentenyl-diphosphate delta isomerase 1	3422
IFNAR1	IFNAR1	interferon alpha and beta receptor subunit 1	3454
IFNGR2	IFNGR2	interferon gamma receptor 2	3460
GEN1	GEN1	GEN1, Holliday junction 5' flap endonuclease	348654
IGHG1	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	3500
IL2RB	IL2RB	interleukin 2 receptor subunit beta	3560
IL2RG	IL2RG	interleukin 2 receptor subunit gamma	3561
IRF2BP2	IRF2BP2	interferon regulatory factor 2 binding protein 2	359948
ILF2	ILF2	interleukin enhancer binding factor 2	3608
ILF3	ILF3	interleukin enhancer binding factor 3	3609
INPP5D	INPP5D	inositol polyphosphate-5-phosphatase D	3635
IRF4	IRF4	interferon regulatory factor 4	3662
ITGA4	ITGA4	integrin subunit alpha 4	3676
ITGB2	ITGB2	integrin subunit beta 2	3689
ITGB3	ITGB3	integrin subunit beta 3	3690
ITGB7	ITGB7	integrin subunit beta 7	3695
STT3A	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	3703
ITPK1	ITPK1	inositol-tetrakisphosphate 1-kinase	3705
JAK3	JAK3	Janus kinase 3	3718
KARS	KARS	lysyl-tRNA synthetase	3735
NDUFS7	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	374291
FAM111B	FAM111B	family with sequence similarity 111 member B	374393
MIA3	MIA3	MIA family member 3, ER export factor	375056
NRROS	NRROS	negative regulator of reactive oxygen species	375387
MAST4	MAST4	microtubule associated serine/threonine kinase family member 4	375449
AGRN	AGRN	agrin	375790
KIF2A	KIF2A	kinesin family member 2A	3796
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38
KIFC1	KIFC1	kinesin family member C1	3833
KIF22	KIF22	kinesin family member 22	3835
KPNA2	KPNA2	karyopherin subunit alpha 2	3838
C6orf120	C6orf120	chromosome 6 open reading frame 120	387263
KMT5A	KMT5A	lysine methyltransferase 5A	387893
PSMG4	PSMG4	proteasome assembly chaperone 4	389362
RBM12B	RBM12B	RNA binding motif protein 12B	389677
NUDT19	NUDT19	nudix hydrolase 19	390916
LAMP1	LAMP1	lysosomal associated membrane protein 1	3916
LCK	LCK	LCK proto-oncogene, Src family tyrosine kinase	3932
LCP1	LCP1	lymphocyte cytosolic protein 1	3936
LDHA	LDHA	lactate dehydrogenase A	3939
LIG1	LIG1	DNA ligase 1	3978
FADS1	FADS1	fatty acid desaturase 1	3992
LMNA	LMNA	lamin A/C	4000
LMNB1	LMNB1	lamin B1	4001
TOMM5	TOMM5	translocase of outer mitochondrial membrane 5	401505
LRMP	LRMP	lymphoid restricted membrane protein	4033
LSP1	LSP1	lymphocyte-specific protein 1	4046
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	404734
LY75	LY75	lymphocyte antigen 75	4065
LYN	LYN	LYN proto-oncogene, Src family tyrosine kinase	4067
CAPRIN1	CAPRIN1	cell cycle associated protein 1	4076
NBR1	NBR1	NBR1, autophagy cargo receptor	4077
MAGEA1	MAGEA1	MAGE family member A1	4100
MAN2C1	MAN2C1	mannosidase alpha class 2C member 1	4123
MARS	MARS	methionyl-tRNA synthetase	4141
MBNL1	MBNL1	muscleblind like splicing regulator 1	4154
MCL1	MCL1	BCL2 family apoptosis regulator	4170
MCM3	MCM3	minichromosome maintenance complex component 3	4172
MCM4	MCM4	minichromosome maintenance complex component 4	4173
MCM5	MCM5	minichromosome maintenance complex component 5	4174
MCM6	MCM6	minichromosome maintenance complex component 6	4175
MCM7	MCM7	minichromosome maintenance complex component 7	4176
MDH2	MDH2	malate dehydrogenase 2	4191
ME1	ME1	malic enzyme 1	4199
MAP3K1	MAP3K1	mitogen-activated protein kinase kinase kinase 1	4214
MFAP1	MFAP1	microfibrillar associated protein 1	4236
MFNG	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	4242
MGAT5	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	4249
MGST3	MGST3	microsomal glutathione S-transferase 3	4259
CIITA	CIITA	class II major histocompatibility complex transactivator	4261
CD99	CD99	CD99 molecule	4267
MIF	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	4282
ATXN3	ATXN3	ataxin 3	4287
AFF1	AFF1	AF4/FMR2 family member 1	4299
MOV10	MOV10	Mov10 RISC complex RNA helicase	4343
ASNS	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440
TMEM41B	TMEM41B	transmembrane protein 41B	440026
DDX12P	DDX12P	DEAD/H-box helicase 12, pseudogene	440081
CCDC88C	CCDC88C	coiled-coil domain containing 88C	440193
UNC13C	UNC13C	unc-13 homolog C	440279
MSH2	MSH2	mutS homolog 2	4436
COX2	COX2	cytochrome c oxidase subunit II	4513
CYTB	CYTB	cytochrome b	4519
MTHFD1	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	4522
MTM1	MTM1	myotubularin 1	4534
ND2	ND2	MTND2	4536
ND4L	ND4L	NADH dehydrogenase, subunit 4L (complex I)	4539
ND6	ND6	NADH dehydrogenase, subunit 6 (complex I)	4541
MTX1	MTX1	metaxin 1	4580
TRIM37	TRIM37	tripartite motif containing 37	4591
MX1	MX1	MX dynamin like GTPase 1	4599
MX2	MX2	MX dynamin like GTPase 2	4600
MYC	MYC	v-myc avian myelocytomatosis viral oncogene homolog	4609
GADD45B	GADD45B	growth arrest and DNA damage inducible beta	4616
MYH9	MYH9	myosin heavy chain 9	4627
MYL6	MYL6	myosin light chain 6	4637
MYO1C	MYO1C	myosin IC	4641
NAGLU	NAGLU	N-acetyl-alpha-glucosaminidase	4669
HNRNPM	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670
ATF4	ATF4	activating transcription factor 4	468
NCBP1	NCBP1	nuclear cap binding protein subunit 1	4686
NDUFA4	NDUFA4	NDUFA4, mitochondrial complex associated	4697
NDUFA6	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700
NDUFAB1	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	4706
ATIC	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471
ATM	ATM	ATM serine/threonine kinase	472
NDUFS2	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720
SEPT2	SEPT2	septin 2	4735
RPL10A	RPL10A	ribosomal protein L10a	4736
NEDD9	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	4739
NEK2	NEK2	NIMA related kinase 2	4751
NFE2L1	NFE2L1	nuclear factor, erythroid 2 like 1	4779
NFKB1	NFKB1	nuclear factor kappa B subunit 1	4790
NFKB2	NFKB2	nuclear factor kappa B subunit 2	4791
NFKBIA	NFKBIA	NFKB inhibitor alpha	4792
NFKBIB	NFKBIB	NFKB inhibitor beta	4793
TONSL	TONSL	tonsoku-like, DNA repair protein	4796
NME4	NME4	NME/NM23 nucleoside diphosphate kinase 4	4833
NONO	NONO	non-POU domain containing, octamer-binding	4841
NPM1	NPM1	nucleophosmin	4869
NUP88	NUP88	nucleoporin 88	4927
NUP98	NUP98	nucleoporin 98	4928
OAS1	OAS1	2'-5'-oligoadenylate synthetase 1	4938
OAS3	OAS3	2'-5'-oligoadenylate synthetase 3	4940
ODC1	ODC1	ornithine decarboxylase 1	4953
ODF2	ODF2	outer dense fiber of sperm tails 2	4957
ZBTB21	ZBTB21	zinc finger and BTB domain containing 21	49854
P2RY11	P2RY11	purinergic receptor P2Y11	5032
P4HA1	P4HA1	prolyl 4-hydroxylase subunit alpha 1	5033
FURIN	FURIN	furin, paired basic amino acid cleaving enzyme	5045
SERPINB2	SERPINB2	serpin family B member 2	5055
IL21R	IL21R	interleukin 21 receptor	50615
GEMIN4	GEMIN4	gem nuclear organelle associated protein 4	50628
ARHGEF3	ARHGEF3	Rho guanine nucleotide exchange factor 3	50650
DCAF8	DCAF8	DDB1 and CUL4 associated factor 8	50717
PARN	PARN	poly(A)-specific ribonuclease	5073
MYEF2	MYEF2	myelin expression factor 2	50804
HP1BP3	HP1BP3	heterochromatin protein 1 binding protein 3	50809
COPS7A	COPS7A	COP9 signalosome subunit 7A	50813
PCBD1	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	5092
PCBP1	PCBP1	poly(rC) binding protein 1	5093
PCBP2	PCBP2	poly(rC) binding protein 2	5094
PCDHGC3	PCDHGC3	protocadherin gamma subfamily C, 3	5098
ISOC1	ISOC1	isochorismatase domain containing 1	51015
MRPS16	MRPS16	mitochondrial ribosomal protein S16	51021
GMNN	GMNN	geminin, DNA replication inhibitor	51053
TXNDC11	TXNDC11	thioredoxin domain containing 11	51061
NOSIP	NOSIP	nitric oxide synthase interacting protein	51070
MRPL4	MRPL4	mitochondrial ribosomal protein L4	51073
PCM1	PCM1	pericentriolar material 1	5108
ADIPOR1	ADIPOR1	adiponectin receptor 1	51094
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104
PCNA	PCNA	proliferating cell nuclear antigen	5111
NAA20	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	51126
ASB3	ASB3	ankyrin repeat and SOCS box containing 3	51130
RLIM	RLIM	ring finger protein, LIM domain interacting	51132
RSL24D1	RSL24D1	ribosomal L24 domain containing 1	51187
SS18L2	SS18L2	SS18 like 2	51188
PIGP	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	51227
GLTP	GLTP	glycolipid transfer protein	51228
TMEM69	TMEM69	transmembrane protein 69	51249
MRPL51	MRPL51	mitochondrial ribosomal protein L51	51258
SCAND1	SCAND1	SCAN domain containing 1	51282
TLR7	TLR7	toll like receptor 7	51284
SLC15A3	SLC15A3	solute carrier family 15 member 3	51296
FAM53C	FAM53C	family with sequence similarity 53 member C	51307
UBR5	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366
NIP7	NIP7	NIP7, nucleolar pre-rRNA processing protein	51388
TRPV2	TRPV2	transient receptor potential cation channel subfamily V member 2	51393
COMMD10	COMMD10	COMM domain containing 10	51397
TRAPPC4	TRAPPC4	trafficking protein particle complex 4	51399
POLK	POLK	DNA polymerase kappa	51426
ANAPC7	ANAPC7	anaphase promoting complex subunit 7	51434
YTHDF2	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	51441
LIMA1	LIMA1	LIM domain and actin binding 1	51474
NOP16	NOP16	NOP16 nucleolar protein	51491
NELFCD	NELFCD	negative elongation factor complex member C/D	51497
DTL	DTL	denticleless E3 ubiquitin protein ligase homolog	51514
GSKIP	GSKIP	GSK3B interacting protein	51527
JKAMP	JKAMP	JNK1/MAPK8-associated membrane protein	51528
UBE2D4	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	51619
TRAPPC2L	TRAPPC2L	trafficking protein particle complex 2 like	51693
POLR3K	POLR3K	RNA polymerase III subunit K	51728
CDK12	CDK12	cyclin dependent kinase 12	51755
TUBA8	TUBA8	tubulin alpha 8	51807
PEX6	PEX6	peroxisomal biogenesis factor 6	5190
PFDN1	PFDN1	prefoldin subunit 1	5201
PFDN5	PFDN5	prefoldin subunit 5	5204
PFKFB4	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	5210
ATP6V1A	ATP6V1A	ATPase H+ transporting V1 subunit A	523
PGK1	PGK1	phosphoglycerate kinase 1	5230
SLC25A3	SLC25A3	solute carrier family 25 member 3	5250
ATP6V1C1	ATP6V1C1	ATPase H+ transporting V1 subunit C1	528
PIK3CD	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5293
PI4KA	PI4KA	phosphatidylinositol 4-kinase alpha	5297
PI4KB	PI4KB	phosphatidylinositol 4-kinase beta	5298
PKM	PKM	pyruvate kinase, muscle	5315
PLCG2	PLCG2	phospholipase C gamma 2	5336
TPCN1	TPCN1	two pore segment channel 1	53373
PLEC	PLEC	plectin	5339
PLOD1	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	5351
PLOD2	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5352
PLRG1	PLRG1	pleiotropic regulator 1	5356
PTOV1	PTOV1	prostate tumor overexpressed 1	53635
PMAIP1	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366
ATP6AP1	ATP6AP1	ATPase H+ transporting accessory protein 1	537
TRIM34	TRIM34	tripartite motif containing 34	53840
CPSF2	CPSF2	cleavage and polyadenylation specific factor 2	53981
MIS18A	MIS18A	MIS18 kinetochore protein A	54069
TLR9	TLR9	toll like receptor 9	54106
PNN	PNN	pinin, desmosome associated protein	5411
POLA1	POLA1	DNA polymerase alpha 1, catalytic subunit	5422
POLR2A	POLR2A	RNA polymerase II subunit A	5430
POLR2B	POLR2B	RNA polymerase II subunit B	5431
POLR2C	POLR2C	RNA polymerase II subunit C	5432
POLR2D	POLR2D	RNA polymerase II subunit D	5433
POLR2E	POLR2E	RNA polymerase II subunit E	5434
POLR2H	POLR2H	RNA polymerase II subunit H	5437
TERF2IP	TERF2IP	TERF2 interacting protein	54386
POLRMT	POLRMT	RNA polymerase mitochondrial	5442
DNAJC10	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	54431
SASH3	SASH3	SAM and SH3 domain containing 3	54440
CCSER2	CCSER2	coiled-coil serine rich protein 2	54462
MIEF1	MIEF1	mitochondrial elongation factor 1	54471
RNF216	RNF216	ring finger protein 216	54476
PRMT7	PRMT7	protein arginine methyltransferase 7	54496
ATR	ATR	ATR serine/threonine kinase	545
POU2F2	POU2F2	POU class 2 homeobox 2	5452
CCDC93	CCDC93	coiled-coil domain containing 93	54520
DDIT4	DDIT4	DNA damage inducible transcript 4	54541
DDX56	DDX56	DEAD-box helicase 56	54606
PAF1	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	54623
PARP14	PARP14	poly(ADP-ribose) polymerase family member 14	54625
GTPBP2	GTPBP2	GTP binding protein 2	54676
PPAT	PPAT	phosphoribosyl pyrophosphate amidotransferase	5471
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732
CTSA	CTSA	cathepsin A	5476
TRIM44	TRIM44	tripartite motif containing 44	54765
KLHL24	KLHL24	kelch like family member 24	54800
FBXL12	FBXL12	F-box and leucine rich repeat protein 12	54850
SLX1A	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	548593
POLR2J3	POLR2J3	RNA polymerase II subunit J3	548644
TMEM214	TMEM214	transmembrane protein 214	54867
TEX10	TEX10	testis expressed 10	54881
ANKHD1	ANKHD1	ankyrin repeat and KH domain containing 1	54882
NSUN2	NSUN2	NOP2/Sun RNA methyltransferase family member 2	54888
CDKAL1	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	54901
FOCAD	FOCAD	focadhesin	54914
DNAAF5	DNAAF5	dynein axonemal assembly factor 5	54919
CHTF8	CHTF8	chromosome transmission fidelity factor 8	54921
COMMD8	COMMD8	COMM domain containing 8	54951
PPM1G	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G	5496
TMEM70	TMEM70	transmembrane protein 70	54968
PPP1CA	PPP1CA	protein phosphatase 1 catalytic subunit alpha	5499
PPP1CB	PPP1CB	protein phosphatase 1 catalytic subunit beta	5500
PPP1CC	PPP1CC	protein phosphatase 1 catalytic subunit gamma	5501
PPP2R3C	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	55012
RNF31	RNF31	ring finger protein 31	55072
AKIRIN2	AKIRIN2	akirin 2	55122
HEATR1	HEATR1	HEAT repeat containing 1	55127
CDCA8	CDCA8	cell division cycle associated 8	55143
PPP2CA	PPP2CA	protein phosphatase 2 catalytic subunit alpha	5515
RFWD3	RFWD3	ring finger and WD repeat domain 3	55159
SHQ1	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor	55164
SEC61A2	SEC61A2	Sec61 translocon alpha 2 subunit	55176
PPP2R1A	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	5518
RIF1	RIF1	replication timing regulatory factor 1	55183
NADSYN1	NADSYN1	NAD synthetase 1	55191
RPRD1A	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	55197
GOLPH3L	GOLPH3L	golgi phosphoprotein 3 like	55204
SBNO1	SBNO1	strawberry notch homolog 1	55206
SETD5	SETD5	SET domain containing 5	55209
FANCI	FANCI	Fanconi anemia complementation group I	55215
NAT10	NAT10	N-acetyltransferase 10	55226
ELP2	ELP2	elongator acetyltransferase complex subunit 2	55250
PPP2R5C	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	5527
IMP3	IMP3	IMP3, U3 small nucleolar ribonucleoprotein	55272
PPP6R3	PPP6R3	protein phosphatase 6 regulatory subunit 3	55291
PPP4C	PPP4C	protein phosphatase 4 catalytic subunit	5531
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324
AGPAT5	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326
PPP3CC	PPP3CC	protein phosphatase 3 catalytic subunit gamma	5533
PPP6C	PPP6C	protein phosphatase 6 catalytic subunit	5537
TMCO6	TMCO6	transmembrane and coiled-coil domains 6	55374
MCM10	MCM10	minichromosome maintenance 10 replication initiation factor	55388
HIST2H4B	HIST2H4B	histone cluster 2 H4 family member b	554313
RBM38	RBM38	RNA binding motif protein 38	55544
OSGEP	OSGEP	O-sialoglycoprotein endopeptidase	55644
DDX27	DDX27	DEAD-box helicase 27	55661
DENND4C	DENND4C	DENN domain containing 4C	55667
PPP4R3A	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671
IWS1	IWS1	IWS1, SUPT6H interacting protein	55677
NSUN5	NSUN5	NOP2/Sun RNA methyltransferase family member 5	55695
VAC14	VAC14	Vac14, PIKFYVE complex component	55697
MAP7D1	MAP7D1	MAP7 domain containing 1	55700
IPO9	IPO9	importin 9	55705
LMBR1L	LMBR1L	limb development membrane protein 1 like	55716
ATF7IP	ATF7IP	activating transcription factor 7 interacting protein	55729
PRKAR1A	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	5573
VPS35	VPS35	VPS35, retromer complex component	55737
AP5M1	AP5M1	adaptor related protein complex 5 mu 1 subunit	55745
NUP133	NUP133	nucleoporin 133	55746
INTS9	INTS9	integrator complex subunit 9	55756
DEPDC1B	DEPDC1B	DEP domain containing 1B	55789
DCP1A	DCP1A	decapping mRNA 1A	55802
KDM3A	KDM3A	lysine demethylase 3A	55818
PSENEN	PSENEN	presenilin enhancer gamma-secretase subunit	55851
ACTR10	ACTR10	actin-related protein 10 homolog	55860
ECHDC1	ECHDC1	ethylmalonyl-CoA decarboxylase 1	55862
RNF114	RNF114	ring finger protein 114	55905
PRKDC	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	5591
NKRF	NKRF	NFKB repressing factor	55922
MAPK1	MAPK1	mitogen-activated protein kinase 1	5594
NSFL1C	NSFL1C	NSFL1 cofactor	55968
PRNP	PRNP	prion protein	5621
YLPM1	YLPM1	YLP motif containing 1	56252
RNF20	RNF20	ring finger protein 20	56254
PPAN	PPAN	peter pan homolog (Drosophila)	56342
POLE4	POLE4	DNA polymerase epsilon 4, accessory subunit	56655
TMEM9B	TMEM9B	TMEM9 domain family member B	56674
ZC3HAV1	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	56829
PSMA4	PSMA4	proteasome subunit alpha 4	5685
EMC7	EMC7	ER membrane protein complex subunit 7	56851
CDC42SE1	CDC42SE1	CDC42 small effector 1	56882
PSMB1	PSMB1	proteasome subunit beta 1	5689
PSMB3	PSMB3	proteasome subunit beta 3	5691
EXOSC5	EXOSC5	exosome component 5	56915
NCLN	NCLN	nicalin	56926
PSMB8	PSMB8	proteasome subunit beta 8	5696
PSMG2	PSMG2	proteasome assembly chaperone 2	56984
KIF15	KIF15	kinesin family member 15	56992
TOMM22	TOMM22	translocase of outer mitochondrial membrane 22	56993
CCNL1	CCNL1	cyclin L1	57018
PSMC3	PSMC3	proteasome 26S subunit, ATPase 3	5702
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704
TWSG1	TWSG1	twisted gastrulation BMP signaling modulator 1	57045
DDX24	DDX24	DEAD-box helicase 24	57062
KNL1	KNL1	kinetochore scaffold 1	57082
PSMD3	PSMD3	proteasome 26S subunit, non-ATPase 3	5709
PSMD4	PSMD4	proteasome 26S subunit, non-ATPase 4	5710
C12orf4	C12orf4	chromosome 12 open reading frame 4	57102
PNPLA2	PNPLA2	patatin like phospholipase domain containing 2	57104
PSMD7	PSMD7	proteasome 26S subunit, non-ATPase 7	5713
PSMD8	PSMD8	proteasome 26S subunit, non-ATPase 8	5714
RNPEPL1	RNPEPL1	arginyl aminopeptidase like 1	57140
LYRM1	LYRM1	LYR motif containing 1	57149
ZNFX1	ZNFX1	zinc finger NFX1-type containing 1	57169
PSMD12	PSMD12	proteasome 26S subunit, non-ATPase 12	5718
PSMD13	PSMD13	proteasome 26S subunit, non-ATPase 13	5719
PSME2	PSME2	proteasome activator subunit 2	5721
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217
NMRAL1	NMRAL1	NmrA like redox sensor 1	57407
WDR18	WDR18	WD repeat domain 18	57418
BIRC6	BIRC6	baculoviral IAP repeat containing 6	57448
GATAD2B	GATAD2B	GATA zinc finger domain containing 2B	57459
PLEKHG1	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	57480
ESYT2	ESYT2	extended synaptotagmin 2	57488
PREX1	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	57580
WDR48	WDR48	WD repeat domain 48	57599
VPS18	VPS18	VPS18, CORVET/HOPS core subunit	57617
ZBTB4	ZBTB4	zinc finger and BTB domain containing 4	57659
RNF213	RNF213	ring finger protein 213	57674
CHD8	CHD8	chromodomain helicase DNA binding protein 8	57680
ZDBF2	ZDBF2	zinc finger DBF-type containing 2	57683
FAM160B1	FAM160B1	family with sequence similarity 160 member B1	57700
WDFY4	WDFY4	WDFY family member 4	57705
WDR19	WDR19	WD repeat domain 19	57728
PTPN7	PTPN7	protein tyrosine phosphatase, non-receptor type 7	5778
CCAR2	CCAR2	cell cycle and apoptosis regulator 2	57805
BAX	BAX	BCL2 associated X, apoptosis regulator	581
TRAPPC1	TRAPPC1	trafficking protein particle complex 1	58485
ZBED5	ZBED5	zinc finger BED-type containing 5	58486
WIZ	WIZ	widely interspaced zinc finger motifs	58525
RAD21	RAD21	RAD21 cohesin complex component	5885
RAN	RAN	RAN, member RAS oncogene family	5901
RANGAP1	RANGAP1	Ran GTPase activating protein 1	5905
RARS	RARS	arginyl-tRNA synthetase	5917
RBBP6	RBBP6	RB binding protein 6, ubiquitin ligase	5930
KLHL12	KLHL12	kelch like family member 12	59349
RBM4	RBM4	RNA binding motif protein 4	5936
RCN2	RCN2	reticulocalbin 2	5955
RDX	RDX	radixin	5962
UPF1	UPF1	UPF1, RNA helicase and ATPase	5976
RFC1	RFC1	replication factor C subunit 1	5981
RFC5	RFC5	replication factor C subunit 5	5985
RFX3	RFX3	regulatory factor X3	5991
RGS1	RGS1	regulator of G-protein signaling 1	5996
RGS16	RGS16	regulator of G-protein signaling 16	6004
EXOC4	EXOC4	exocyst complex component 4	60412
TGIF2	TGIF2	TGFB induced factor homeobox 2	60436
PPCDC	PPCDC	phosphopantothenoylcysteine decarboxylase	60490
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050
RNPEP	RNPEP	arginyl aminopeptidase	6051
ELAC2	ELAC2	elaC ribonuclease Z 2	60528
ABCE1	ABCE1	ATP binding cassette subfamily E member 1	6059
TRAPPC11	TRAPPC11	trafficking protein particle complex 11	60684
RPA2	RPA2	replication protein A2	6118
RPL3	RPL3	ribosomal protein L3	6122
RPL5	RPL5	ribosomal protein L5	6125
RPL7	RPL7	ribosomal protein L7	6129
RPL7A	RPL7A	ribosomal protein L7a	6130
RPL13	RPL13	ribosomal protein L13	6137
RPL19	RPL19	ribosomal protein L19	6143
RPL23A	RPL23A	ribosomal protein L23a	6147
RPL28	RPL28	ribosomal protein L28	6158
RPL31	RPL31	ribosomal protein L31	6160
RPL35A	RPL35A	ribosomal protein L35a	6165
RPLP0	RPLP0	ribosomal protein lateral stalk subunit P0	6175
RPLP1	RPLP1	ribosomal protein lateral stalk subunit P1	6176
MRPS12	MRPS12	mitochondrial ribosomal protein S12	6183
RPN2	RPN2	ribophorin II	6185
RPS6KB1	RPS6KB1	ribosomal protein S6 kinase B1	6198
RPS6KB2	RPS6KB2	ribosomal protein S6 kinase B2	6199
RPS8	RPS8	ribosomal protein S8	6202
RPS16	RPS16	ribosomal protein S16	6217
RRM1	RRM1	ribonucleotide reductase catalytic subunit M1	6240
