userid	genesymbol	genename	entrezgene
HDLBP	HDLBP	high density lipoprotein binding protein	3069
NCKAP1L	NCKAP1L	NCK associated protein 1 like	3071
HEXB	HEXB	hexosaminidase subunit beta	3074
EHD4	EHD4	EH domain containing 4	30844
EHD3	EHD3	EH domain containing 3	30845
HIF1A	HIF1A	hypoxia inducible factor 1 alpha subunit	3091
UBE2K	UBE2K	ubiquitin conjugating enzyme E2 K	3093
HINT1	HINT1	histidine triad nucleotide binding protein 1	3094
MR1	MR1	major histocompatibility complex, class I-related	3140
HMGB2	HMGB2	high mobility group box 2	3148
HMMR	HMMR	hyaluronan mediated motility receptor	3161
DDX51	DDX51	DEAD-box helicase 51	317781
HNRNPK	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190
APEX1	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	328
HES1	HES1	hes family bHLH transcription factor 1	3280
HSD17B4	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3295
HSF2	HSF2	heat shock transcription factor 2	3298
DNAJA1	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3301
HSPA4	HSPA4	heat shock protein family A (Hsp70) member 4	3308
HSPA5	HSPA5	heat shock protein family A (Hsp70) member 5	3309
HSPA9	HSPA9	heat shock protein family A (Hsp70) member 9	3313
HSPB1	HSPB1	heat shock protein family B (small) member 1	3315
HSPE1	HSPE1	heat shock protein family E (Hsp10) member 1	3336
IARS	IARS	isoleucyl-tRNA synthetase	3376
ICAM1	ICAM1	intercellular adhesion molecule 1	3383
JMJD8	JMJD8	jumonji domain containing 8	339123
ZC3H12D	ZC3H12D	zinc finger CCCH-type containing 12D	340152
IDUA	IDUA	iduronidase, alpha-L-	3425
IFI35	IFI35	interferon induced protein 35	3430
IFIT1	IFIT1	interferon induced protein with tetratricopeptide repeats 1	3434
IFNGR2	IFNGR2	interferon gamma receptor 2	3460
IGF2R	IGF2R	insulin like growth factor 2 receptor	3482
GEN1	GEN1	GEN1, Holliday junction 5' flap endonuclease	348654
IL2RG	IL2RG	interleukin 2 receptor subunit gamma	3561
IL6ST	IL6ST	interleukin 6 signal transducer	3572
ILF2	ILF2	interleukin enhancer binding factor 2	3608
ILF3	ILF3	interleukin enhancer binding factor 3	3609
IMPA1	IMPA1	inositol monophosphatase 1	3612
INPP5D	INPP5D	inositol polyphosphate-5-phosphatase D	3635
EIF3E	EIF3E	eukaryotic translation initiation factor 3 subunit E	3646
IRF4	IRF4	interferon regulatory factor 4	3662
IRF5	IRF5	interferon regulatory factor 5	3663
ITGA4	ITGA4	integrin subunit alpha 4	3676
ITGAL	ITGAL	integrin subunit alpha L	3683
ITGB2	ITGB2	integrin subunit beta 2	3689
ITGB7	ITGB7	integrin subunit beta 7	3695
STT3A	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	3703
ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	3709
KARS	KARS	lysyl-tRNA synthetase	3735
FAM111B	FAM111B	family with sequence similarity 111 member B	374393
NRROS	NRROS	negative regulator of reactive oxygen species	375387
MAST4	MAST4	microtubule associated serine/threonine kinase family member 4	375449
KIF2A	KIF2A	kinesin family member 2A	3796
KIF22	KIF22	kinesin family member 22	3835
KPNA1	KPNA1	karyopherin subunit alpha 1	3836
KPNA2	KPNA2	karyopherin subunit alpha 2	3838
C6orf120	C6orf120	chromosome 6 open reading frame 120	387263
CLEC17A	CLEC17A	C-type lectin domain family 17 member A	388512
PSMG4	PSMG4	proteasome assembly chaperone 4	389362
LCK	LCK	LCK proto-oncogene, Src family tyrosine kinase	3932
LCP1	LCP1	lymphocyte cytosolic protein 1	3936
LGALS3	LGALS3	galectin 3	3958
LLGL2	LLGL2	LLGL2, scribble cell polarity complex component	3993
LMNA	LMNA	lamin A/C	4000
LMNB1	LMNB1	lamin B1	4001
TOMM5	TOMM5	translocase of outer mitochondrial membrane 5	401505
LRMP	LRMP	lymphoid restricted membrane protein	4033
LSP1	LSP1	lymphocyte-specific protein 1	4046
LY9	LY9	lymphocyte antigen 9	4063
LY75	LY75	lymphocyte antigen 75	4065
LYN	LYN	LYN proto-oncogene, Src family tyrosine kinase	4067
CAPRIN1	CAPRIN1	cell cycle associated protein 1	4076
MAD2L1	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4085
ARSA	ARSA	arylsulfatase A	410
MAGEA1	MAGEA1	MAGE family member A1	4100
MAN2C1	MAN2C1	mannosidase alpha class 2C member 1	4123
MAP4	MAP4	microtubule associated protein 4	4134
MARS	MARS	methionyl-tRNA synthetase	4141
MBNL1	MBNL1	muscleblind like splicing regulator 1	4154
MCM3	MCM3	minichromosome maintenance complex component 3	4172
MCM4	MCM4	minichromosome maintenance complex component 4	4173
MCM5	MCM5	minichromosome maintenance complex component 5	4174
MCM6	MCM6	minichromosome maintenance complex component 6	4175
MCM7	MCM7	minichromosome maintenance complex component 7	4176
MDH2	MDH2	malate dehydrogenase 2	4191
ME1	ME1	malic enzyme 1	4199
MAP3K1	MAP3K1	mitogen-activated protein kinase kinase kinase 1	4214
MGST3	MGST3	microsomal glutathione S-transferase 3	4259
CIITA	CIITA	class II major histocompatibility complex transactivator	4261
CD99	CD99	CD99 molecule	4267
MIF	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	4282
MLH1	MLH1	mutL homolog 1	4292
AFF1	AFF1	AF4/FMR2 family member 1	4299
MOV10	MOV10	Mov10 RISC complex RNA helicase	4343
ASNS	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440
MZT1	MZT1	mitotic spindle organizing protein 1	440145
CCDC88C	CCDC88C	coiled-coil domain containing 88C	440193
UNC13C	UNC13C	unc-13 homolog C	440279
MSH2	MSH2	mutS homolog 2	4436
COX2	COX2	cytochrome c oxidase subunit II	4513
MTF1	MTF1	metal regulatory transcription factor 1	4520
MTX1	MTX1	metaxin 1	4580
TRIM37	TRIM37	tripartite motif containing 37	4591
MVD	MVD	mevalonate diphosphate decarboxylase	4597
MX1	MX1	MX dynamin like GTPase 1	4599
MX2	MX2	MX dynamin like GTPase 2	4600
MYB	MYB	MYB proto-oncogene, transcription factor	4602
MYC	MYC	v-myc avian myelocytomatosis viral oncogene homolog	4609
GADD45B	GADD45B	growth arrest and DNA damage inducible beta	4616
MYH9	MYH9	myosin heavy chain 9	4627
MYL6	MYL6	myosin light chain 6	4637
MYO1C	MYO1C	myosin IC	4641
MYO1E	MYO1E	myosin IE	4643
NAGLU	NAGLU	N-acetyl-alpha-glucosaminidase	4669
HNRNPM	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670
ATF4	ATF4	activating transcription factor 4	468
NDUFAB1	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	4706
ATIC	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471
ATM	ATM	ATM serine/threonine kinase	472
NDUFS2	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720
SEPT2	SEPT2	septin 2	4735
RPL10A	RPL10A	ribosomal protein L10a	4736
NFATC1	NFATC1	nuclear factor of activated T-cells 1	4772
NFE2L1	NFE2L1	nuclear factor, erythroid 2 like 1	4779
NFKB1	NFKB1	nuclear factor kappa B subunit 1	4790
NFKB2	NFKB2	nuclear factor kappa B subunit 2	4791
NFKBIA	NFKBIA	NFKB inhibitor alpha	4792
TONSL	TONSL	tonsoku-like, DNA repair protein	4796
NKTR	NKTR	natural killer cell triggering receptor	4820
NONO	NONO	non-POU domain containing, octamer-binding	4841
NPM1	NPM1	nucleophosmin	4869
NUMA1	NUMA1	nuclear mitotic apparatus protein 1	4926
OAS1	OAS1	2'-5'-oligoadenylate synthetase 1	4938
OAS2	OAS2	2'-5'-oligoadenylate synthetase 2	4939
TYMSOS	TYMSOS	TYMS opposite strand	494514
ODC1	ODC1	ornithine decarboxylase 1	4953
ZBTB21	ZBTB21	zinc finger and BTB domain containing 21	49854
ORC4	ORC4	origin recognition complex subunit 4	5000
P2RY11	P2RY11	purinergic receptor P2Y11	5032
ARHGEF3	ARHGEF3	Rho guanine nucleotide exchange factor 3	50650
DCAF8	DCAF8	DDB1 and CUL4 associated factor 8	50717
PARN	PARN	poly(A)-specific ribonuclease	5073
MYEF2	MYEF2	myelin expression factor 2	50804
HP1BP3	HP1BP3	heterochromatin protein 1 binding protein 3	50809
PCBP1	PCBP1	poly(rC) binding protein 1	5093
PCBP2	PCBP2	poly(rC) binding protein 2	5094
PCDHGC3	PCDHGC3	protocadherin gamma subfamily C, 3	5098
ISOC1	ISOC1	isochorismatase domain containing 1	51015
MRPS16	MRPS16	mitochondrial ribosomal protein S16	51021
UBXN1	UBXN1	UBX domain protein 1	51035
GMNN	GMNN	geminin, DNA replication inhibitor	51053
TXNDC11	TXNDC11	thioredoxin domain containing 11	51061
NOSIP	NOSIP	nitric oxide synthase interacting protein	51070
MRPL4	MRPL4	mitochondrial ribosomal protein L4	51073
PCM1	PCM1	pericentriolar material 1	5108
ADIPOR1	ADIPOR1	adiponectin receptor 1	51094
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104
PCNA	PCNA	proliferating cell nuclear antigen	5111
NAA20	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	51126
RSL24D1	RSL24D1	ribosomal L24 domain containing 1	51187
HERC5	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	51191
CKLF	CKLF	chemokine like factor	51192
GLTP	GLTP	glycolipid transfer protein	51228
RNF181	RNF181	ring finger protein 181	51255
MRPL51	MRPL51	mitochondrial ribosomal protein L51	51258
UBAP1	UBAP1	ubiquitin associated protein 1	51271
BFAR	BFAR	bifunctional apoptosis regulator	51283
TLR7	TLR7	toll like receptor 7	51284
FKBP11	FKBP11	FK506 binding protein 11	51303
SPG21	SPG21	SPG21, maspardin	51324
CRNKL1	CRNKL1	crooked neck pre-mRNA splicing factor 1	51340
UBR5	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366
NIP7	NIP7	NIP7, nucleolar pre-rRNA processing protein	51388
TRPV2	TRPV2	transient receptor potential cation channel subfamily V member 2	51393
COMMD10	COMMD10	COMM domain containing 10	51397
TRAPPC4	TRAPPC4	trafficking protein particle complex 4	51399
PDE3B	PDE3B	phosphodiesterase 3B	5140
POLK	POLK	DNA polymerase kappa	51426
YTHDF2	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	51441
UBE2J1	UBE2J1	ubiquitin conjugating enzyme E2 J1	51465
LIMA1	LIMA1	LIM domain and actin binding 1	51474
NOP16	NOP16	NOP16 nucleolar protein	51491
RTCB	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	51493
CTDSPL2	CTDSPL2	CTD small phosphatase like 2	51496
NELFCD	NELFCD	negative elongation factor complex member C/D	51497
CWC15	CWC15	CWC15 spliceosome associated protein homolog	51503
DTL	DTL	denticleless E3 ubiquitin protein ligase homolog	51514
JKAMP	JKAMP	JNK1/MAPK8-associated membrane protein	51528
SIRT7	SIRT7	sirtuin 7	51547
TRMT6	TRMT6	tRNA methyltransferase 6	51605
TAF9B	TAF9B	TATA-box binding protein associated factor 9b	51616
DYNC2LI1	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	51626
YPEL5	YPEL5	yippee like 5	51646
CPSF3	CPSF3	cleavage and polyadenylation specific factor 3	51692
TRAPPC2L	TRAPPC2L	trafficking protein particle complex 2 like	51693
CYB5R1	CYB5R1	cytochrome b5 reductase 1	51706
POLR3K	POLR3K	RNA polymerase III subunit K	51728
WBP11	WBP11	WW domain binding protein 11	51729
RAPGEF6	RAPGEF6	Rap guanine nucleotide exchange factor 6	51735
CDK12	CDK12	cyclin dependent kinase 12	51755
KDM3B	KDM3B	lysine demethylase 3B	51780
PHAX	PHAX	phosphorylated adaptor for RNA export	51808
PEX6	PEX6	peroxisomal biogenesis factor 6	5190
PFDN1	PFDN1	prefoldin subunit 1	5201
PFDN5	PFDN5	prefoldin subunit 5	5204
ATP6V1A	ATP6V1A	ATPase H+ transporting V1 subunit A	523
PGK1	PGK1	phosphoglycerate kinase 1	5230
SLC25A3	SLC25A3	solute carrier family 25 member 3	5250
PIGC	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	5279
PIK3CD	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5293
PIK3CG	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	5294
PI4KB	PI4KB	phosphatidylinositol 4-kinase beta	5298
PKM	PKM	pyruvate kinase, muscle	5315
PLEC	PLEC	plectin	5339
PLOD2	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5352
PTOV1	PTOV1	prostate tumor overexpressed 1	53635
PMAIP1	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54
TLR9	TLR9	toll like receptor 9	54106
PNN	PNN	pinin, desmosome associated protein	5411
POLE	POLE	DNA polymerase epsilon, catalytic subunit	5426
POLR2A	POLR2A	RNA polymerase II subunit A	5430
POLR2B	POLR2B	RNA polymerase II subunit B	5431
POLR2C	POLR2C	RNA polymerase II subunit C	5432
GDAP1	GDAP1	ganglioside induced differentiation associated protein 1	54332
POLR2E	POLR2E	RNA polymerase II subunit E	5434
POLR2H	POLR2H	RNA polymerase II subunit H	5437
SASH3	SASH3	SAM and SH3 domain containing 3	54440
ATAD2B	ATAD2B	ATPase family, AAA domain containing 2B	54454
CCSER2	CCSER2	coiled-coil serine rich protein 2	54462
MIEF1	MIEF1	mitochondrial elongation factor 1	54471
PRMT7	PRMT7	protein arginine methyltransferase 7	54496
ATR	ATR	ATR serine/threonine kinase	545
DHX29	DHX29	DExH-box helicase 29	54505
CCDC93	CCDC93	coiled-coil domain containing 93	54520
DDX56	DDX56	DEAD-box helicase 56	54606
PAF1	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	54623
PARP14	PARP14	poly(ADP-ribose) polymerase family member 14	54625
TBC1D13	TBC1D13	TBC1 domain family member 13	54662
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732
CTSA	CTSA	cathepsin A	5476
PPP1R12C	PPP1R12C	protein phosphatase 1 regulatory subunit 12C	54776
KLHL24	KLHL24	kelch like family member 24	54800
DYM	DYM	dymeclin	54808
ERCC6L	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	54821
SWT1	SWT1	SWT1, RNA endoribonuclease homolog	54823
FBXL12	FBXL12	F-box and leucine rich repeat protein 12	54850
SLX1A	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	548593
TOR4A	TOR4A	torsin family 4 member A	54863
TMEM214	TMEM214	transmembrane protein 214	54867
TEX10	TEX10	testis expressed 10	54881
ANKHD1	ANKHD1	ankyrin repeat and KH domain containing 1	54882
RETSAT	RETSAT	retinol saturase	54884
FOCAD	FOCAD	focadhesin	54914
DNAAF5	DNAAF5	dynein axonemal assembly factor 5	54919
DUS2	DUS2	dihydrouridine synthase 2	54920
CHTF8	CHTF8	chromosome transmission fidelity factor 8	54921
COMMD8	COMMD8	COMM domain containing 8	54951
THG1L	THG1L	tRNA-histidine guanylyltransferase 1 like	54974
PPP1CA	PPP1CA	protein phosphatase 1 catalytic subunit alpha	5499
PPP1CB	PPP1CB	protein phosphatase 1 catalytic subunit beta	5500
PPP2R3C	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	55012
RNF31	RNF31	ring finger protein 31	55072
IFT57	IFT57	intraflagellar transport 57	55081
ANKZF1	ANKZF1	ankyrin repeat and zinc finger domain containing 1	55139
ELP3	ELP3	elongator acetyltransferase complex subunit 3	55140
CDCA8	CDCA8	cell division cycle associated 8	55143
RFWD3	RFWD3	ring finger and WD repeat domain 3	55159
PNPO	PNPO	pyridoxamine 5'-phosphate oxidase	55163
CEP55	CEP55	centrosomal protein 55	55165
RIF1	RIF1	replication timing regulatory factor 1	55183
RPRD1A	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	55197
GOLPH3L	GOLPH3L	golgi phosphoprotein 3 like	55204
SBNO1	SBNO1	strawberry notch homolog 1	55206
SETD5	SETD5	SET domain containing 5	55209
FANCI	FANCI	Fanconi anemia complementation group I	55215
PTPA	PTPA	protein phosphatase 2 phosphatase activator	5524
ELP2	ELP2	elongator acetyltransferase complex subunit 2	55250
IMP3	IMP3	IMP3, U3 small nucleolar ribonucleoprotein	55272
PPP6R3	PPP6R3	protein phosphatase 6 regulatory subunit 3	55291
PPP3CA	PPP3CA	protein phosphatase 3 catalytic subunit alpha	5530
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324
PPP3CC	PPP3CC	protein phosphatase 3 catalytic subunit gamma	5533
PPP6C	PPP6C	protein phosphatase 6 catalytic subunit	5537
MCM10	MCM10	minichromosome maintenance 10 replication initiation factor	55388
PRCC	PRCC	papillary renal cell carcinoma (translocation-associated)	5546
RBM38	RBM38	RNA binding motif protein 38	55544
DDX60	DDX60	DExD/H-box helicase 60	55601
DOCK10	DOCK10	dedicator of cytokinesis 10	55619
TRMT1	TRMT1	tRNA methyltransferase 1	55621
AMBRA1	AMBRA1	autophagy and beclin 1 regulator 1	55626
SMPD4	SMPD4	sphingomyelin phosphodiesterase 4	55627
SYBU	SYBU	syntabulin	55638
OSGEP	OSGEP	O-sialoglycoprotein endopeptidase	55644
PIGV	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	55650
DDX27	DDX27	DEAD-box helicase 27	55661
DENND4C	DENND4C	DENN domain containing 4C	55667
PPP4R3A	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671
IWS1	IWS1	IWS1, SUPT6H interacting protein	55677
PACS1	PACS1	phosphofurin acidic cluster sorting protein 1	55690
NSUN5	NSUN5	NOP2/Sun RNA methyltransferase family member 5	55695
IPO9	IPO9	importin 9	55705
POLR3E	POLR3E	RNA polymerase III subunit E	55718
ATF7IP	ATF7IP	activating transcription factor 7 interacting protein	55729
PRKAR1A	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	5573
VPS35	VPS35	VPS35, retromer complex component	55737
AP5M1	AP5M1	adaptor related protein complex 5 mu 1 subunit	55745
NUP133	NUP133	nucleoporin 133	55746
CDK5RAP2	CDK5RAP2	CDK5 regulatory subunit associated protein 2	55755
INTS9	INTS9	integrator complex subunit 9	55756
DEPDC1B	DEPDC1B	DEP domain containing 1B	55789
PCID2	PCID2	PCI domain containing 2	55795
PRKCD	PRKCD	protein kinase C delta	5580
PSENEN	PSENEN	presenilin enhancer gamma-secretase subunit	55851
ACTR10	ACTR10	actin-related protein 10 homolog	55860
ECHDC1	ECHDC1	ethylmalonyl-CoA decarboxylase 1	55862
RNF114	RNF114	ring finger protein 114	55905
BIN3	BIN3	bridging integrator 3	55909
PRKDC	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	5591
NKRF	NKRF	NFKB repressing factor	55922
MAPK1	MAPK1	mitogen-activated protein kinase 1	5594
NSFL1C	NSFL1C	NSFL1 cofactor	55968
YLPM1	YLPM1	YLP motif containing 1	56252
RNF20	RNF20	ring finger protein 20	56254
PPAN	PPAN	peter pan homolog (Drosophila)	56342
LGMN	LGMN	legumain	5641
POLE4	POLE4	DNA polymerase epsilon 4, accessory subunit	56655
ZC3HAV1	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	56829
PSMB3	PSMB3	proteasome subunit beta 3	5691
EXOSC5	EXOSC5	exosome component 5	56915
PSMB6	PSMB6	proteasome subunit beta 6	5694
XAB2	XAB2	XPA binding protein 2	56949
PSMB8	PSMB8	proteasome subunit beta 8	5696
PSMG2	PSMG2	proteasome assembly chaperone 2	56984
KIF15	KIF15	kinesin family member 15	56992
CIAPIN1	CIAPIN1	cytokine induced apoptosis inhibitor 1	57019
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704
DDX24	DDX24	DEAD-box helicase 24	57062
PSMD1	PSMD1	proteasome 26S subunit, non-ATPase 1	5707
KNL1	KNL1	kinetochore scaffold 1	57082
PSMD3	PSMD3	proteasome 26S subunit, non-ATPase 3	5709
PSMD4	PSMD4	proteasome 26S subunit, non-ATPase 4	5710
C12orf4	C12orf4	chromosome 12 open reading frame 4	57102
NUP107	NUP107	nucleoporin 107	57122
PSMD7	PSMD7	proteasome 26S subunit, non-ATPase 7	5713
PSMD8	PSMD8	proteasome 26S subunit, non-ATPase 8	5714
RALGAPB	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	57148
LYRM1	LYRM1	LYR motif containing 1	57149
PSMD13	PSMD13	proteasome 26S subunit, non-ATPase 13	5719
PSME2	PSME2	proteasome activator subunit 2	5721
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217
PTBP1	PTBP1	polypyrimidine tract binding protein 1	5725
NMRAL1	NMRAL1	NmrA like redox sensor 1	57407
RHBDD2	RHBDD2	rhomboid domain containing 2	57414
WDR18	WDR18	WD repeat domain 18	57418
BIRC6	BIRC6	baculoviral IAP repeat containing 6	57448
GATAD2B	GATAD2B	GATA zinc finger domain containing 2B	57459
ESYT2	ESYT2	extended synaptotagmin 2	57488
XPO5	XPO5	exportin 5	57510
KLHL8	KLHL8	kelch like family member 8	57563
WDFY1	WDFY1	WD repeat and FYVE domain containing 1	57590
ZBTB4	ZBTB4	zinc finger and BTB domain containing 4	57659
RNF213	RNF213	ring finger protein 213	57674
CHD8	CHD8	chromodomain helicase DNA binding protein 8	57680
CWC22	CWC22	CWC22 spliceosome associated protein homolog	57703
WDFY4	WDFY4	WDFY family member 4	57705
WDR19	WDR19	WD repeat domain 19	57728
PTPN7	PTPN7	protein tyrosine phosphatase, non-receptor type 7	5778
CCAR2	CCAR2	cell cycle and apoptosis regulator 2	57805
PTPN12	PTPN12	protein tyrosine phosphatase, non-receptor type 12	5782
PTPRE	PTPRE	protein tyrosine phosphatase, receptor type E	5791
RAD1	RAD1	RAD1 checkpoint DNA exonuclease	5810
ALDH18A1	ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832
WIZ	WIZ	widely interspaced zinc finger motifs	58525
RRAGD	RRAGD	Ras related GTP binding D	58528
RAN	RAN	RAN, member RAS oncogene family	5901
RANGAP1	RANGAP1	Ran GTPase activating protein 1	5905
PLEKHA2	PLEKHA2	pleckstrin homology domain containing A2	59339
RBM4	RBM4	RNA binding motif protein 4	5936
RCN2	RCN2	reticulocalbin 2	5955
RDX	RDX	radixin	5962
RELA	RELA	RELA proto-oncogene, NF-kB subunit	5970
UPF1	UPF1	UPF1, RNA helicase and ATPase	5976
RFC5	RFC5	replication factor C subunit 5	5985
RFX3	RFX3	regulatory factor X3	5991
RGS1	RGS1	regulator of G-protein signaling 1	5996
EXOC4	EXOC4	exocyst complex component 4	60412
TGIF2	TGIF2	TGFB induced factor homeobox 2	60436
PPCDC	PPCDC	phosphopantothenoylcysteine decarboxylase	60490
AASDHPPT	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	60496
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050
ELAC2	ELAC2	elaC ribonuclease Z 2	60528
EEFSEC	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	60678
ROBO1	ROBO1	roundabout guidance receptor 1	6091
RPA2	RPA2	replication protein A2	6118
RPL3	RPL3	ribosomal protein L3	6122
RPL5	RPL5	ribosomal protein L5	6125
RPL7A	RPL7A	ribosomal protein L7a	6130
RPL8	RPL8	ribosomal protein L8	6132
RPL13	RPL13	ribosomal protein L13	6137
RPL19	RPL19	ribosomal protein L19	6143
RPL23A	RPL23A	ribosomal protein L23a	6147
RPL24	RPL24	ribosomal protein L24	6152
RPL28	RPL28	ribosomal protein L28	6158
RPL35A	RPL35A	ribosomal protein L35a	6165
MRPS12	MRPS12	mitochondrial ribosomal protein S12	6183
RPN1	RPN1	ribophorin I	6184
RPN2	RPN2	ribophorin II	6185
RPS4X	RPS4X	ribosomal protein S4, X-linked	6191
RPS6KB2	RPS6KB2	ribosomal protein S6 kinase B2	6199
RPS8	RPS8	ribosomal protein S8	6202
RPS9	RPS9	ribosomal protein S9	6203
RPS10	RPS10	ribosomal protein S10	6204
RPS11	RPS11	ribosomal protein S11	6205
RPS16	RPS16	ribosomal protein S16	6217
RRM1	RRM1	ribonucleotide reductase catalytic subunit M1	6240
RRM2	RRM2	ribonucleotide reductase regulatory subunit M2	6241
RSU1	RSU1	Ras suppressor protein 1	6251
VPS52	VPS52	VPS52, GARP complex subunit	6293
SARS	SARS	seryl-tRNA synthetase	6301
SBF1	SBF1	SET binding factor 1	6305
SCD	SCD	stearoyl-CoA desaturase	6319
SDC4	SDC4	syndecan 4	6385
SDCBP	SDCBP	syndecan binding protein	6386
RNF123	RNF123	ring finger protein 123	63891
THADA	THADA	THADA, armadillo repeat containing	63892
NSUN3	NSUN3	NOP2/Sun RNA methyltransferase family member 3	63899
SEC14L1	SEC14L1	SEC14 like lipid binding 1	6397
BLK	BLK	BLK proto-oncogene, Src family tyrosine kinase	640
SEL1L	SEL1L	SEL1L ERAD E3 ligase adaptor subunit	6400
MYO1G	MYO1G	myosin IG	64005
SAMSN1	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	64092
IFIH1	IFIH1	interferon induced with helicase C domain 1	64135
SET	SET	SET nuclear proto-oncogene	6418
SFPQ	SFPQ	splicing factor proline and glutamine rich	6421
ARHGAP9	ARHGAP9	Rho GTPase activating protein 9	64333
GZF1	GZF1	GDNF inducible zinc finger protein 1	64412
ANAPC1	ANAPC1	anaphase promoting complex subunit 1	64682
CTAGE1	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1	64693
SHMT2	SHMT2	serine hydroxymethyltransferase 2	6472
PARP12	PARP12	poly(ADP-ribose) polymerase family member 12	64761
CREB3L2	CREB3L2	cAMP responsive element binding protein 3 like 2	64764
ELOVL1	ELOVL1	ELOVL fatty acid elongase 1	64834
MARCH7	MARCH7	membrane associated ring-CH-type finger 7	64844
TUT1	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852
RASAL3	RASAL3	RAS protein activator like 3	64926
HNRNPCL3	HNRNPCL3	heterogeneous nuclear ribonucleoprotein C-like 3	649330
MRPS5	MRPS5	mitochondrial ribosomal protein S5	64969
SKIV2L	SKIV2L	Ski2 like RNA helicase	6499
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057
INTS3	INTS3	integrator complex subunit 3	65123
SLC3A2	SLC3A2	solute carrier family 3 member 2	6520
SMARCA2	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
SMARCE1	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	6605
SMPD1	SMPD1	sphingomyelin phosphodiesterase 1	6609
SMS	SMS	spermine synthase	6611
SNAPC3	SNAPC3	small nuclear RNA activating complex polypeptide 3	6619
SNAPC4	SNAPC4	small nuclear RNA activating complex polypeptide 4	6621
SNRPC	SNRPC	small nuclear ribonucleoprotein polypeptide C	6631
SNX1	SNX1	sorting nexin 1	6642
SNX2	SNX2	sorting nexin 2	6643
SON	SON	SON DNA binding protein	6651
SORL1	SORL1	sortilin related receptor 1	6653
SOS1	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	6654
SOX9	SOX9	SRY-box 9	6662
DST	DST	dystonin	667
SPAST	SPAST	spastin	6683
SPTBN1	SPTBN1	spectrin beta, non-erythrocytic 1	6711
BRCA1	BRCA1	BRCA1, DNA repair associated	672
SREBF1	SREBF1	sterol regulatory element binding transcription factor 1	6720
SREBF2	SREBF2	sterol regulatory element binding transcription factor 2	6721
SRP14	SRP14	signal recognition particle 14	6727
SRP68	SRP68	signal recognition particle 68	6730
